SMILES,HOMO,LUMO,E_gap,E_st
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(cc5)C)c5ccc(cc5)C)c5c(c(cs5)OC)OC)nsn6)s4)OC)OC)s2)OC)OC)nsn3)s1)OC)OC,-4.289605096,-2.96060032,1.329004776,0.552483939
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(cc5)C)c5ccc(cc5)C)c5c(c(c[se]5)OC)OC)nsn6)[se]4)OC)OC)[se]2)OC)OC)nsn3)[se]1)OC)OC,-4.255590846,-3.02726825,1.228322596,0.419259646
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(cc5)OC)c5ccc(cc5)OC)c5c(c(cs5)OC)OC)nsn6)s4)OC)OC)s2)OC)OC)nsn3)s1)OC)OC,-4.264298494,-2.9116198,1.352678694,0.571866619
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(cc5)OC)c5ccc(cc5)OC)c5c(c(c[se]5)OC)OC)nsn6)[se]4)OC)OC)[se]2)OC)OC)nsn3)[se]1)OC)OC,-4.209059352,-2.957607066,1.251452286,0.442016539
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)F)c2ccc(cc2)F)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(cc5)F)c5ccc(cc5)F)c5c(c(cs5)OC)OC)nsn6)s4)OC)OC)s2)OC)OC)nsn3)s1)OC)OC,-4.376681576,-3.104004398,1.272677178,0.523386789
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)F)c2ccc(cc2)F)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(cc5)F)c5ccc(cc5)F)c5c(c(c[se]5)OC)OC)nsn6)[se]4)OC)OC)[se]2)OC)OC)nsn3)[se]1)OC)OC,-4.340490414,-3.163053136,1.177437278,0.392665944
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(cc5)C)c5ccc(cc5)C)c5c(c(cs5)F)F)nsn6)s4)F)F)s2)F)F)nsn3)s1)F)F,-4.628387026,-3.199244298,1.429142728,0.596865732
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(cc5)C)c5ccc(cc5)C)c5c(c(c[se]5)F)F)nsn6)[se]4)F)F)[se]2)F)F)nsn3)[se]1)F)F,-4.518725084,-3.3061851,1.212539984,0.444032904
C12=C(c3c([C]1SC(=C2)c1c(c(c(c2c4c(c(c5c2nc(c(n5)c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c(c(c5sc6-c7c(cc(s7)c7c(c(c(c8c9c(c(c%10c8nc(c(n%10)c8ccc(cc8)OC)c8ccc(cc8)OC)c8c(c(cs8)F)F)nsn9)s7)F)F)[C](c6c5)[C](c5cc(cc(c5)OC)OC)c5cc(cc(c5)OC)OC)s2)F)F)nsn4)s1)F)F)scc3)[C](c1cc(cc(c1)OC)OC)c1cc(cc(c1)OC)OC,-4.572603656,-3.11842644,1.454177216,0.611701387
C12=C(c3c([C]1SC(=C2)c1c(c(c(c2c4c(c(c5c2nc(c(n5)c2ccc(cc2)OC)c2ccc(cc2)OC)c2c(c(c(c5sc6-c7c(cc(s7)c7c(c(c(c8c9c(c(c%10c8nc(c(n%10)c8ccc(cc8)OC)c8ccc(cc8)OC)c8c(c(c[se]8)F)F)nsn9)[se]7)F)F)[C](c6c5)[C](c5cc(cc(c5)OC)OC)c5cc(cc(c5)OC)OC)[se]2)F)F)nsn4)[se]1)F)F)scc3)[C](c1cc(cc(c1)OC)OC)c1cc(cc(c1)OC)OC,-4.462941714,-3.23543546,1.227506254,0.620681149
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)F)c2ccc(cc2)F)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(cc5)F)c5ccc(cc5)F)c5c(c(cs5)F)F)nsn6)s4)F)F)s2)F)F)nsn3)s1)F)F,-4.723354812,-3.345913744,1.377441068,0.575970098
C12=C(c3c([C]1SC(=C2)c1c(c(c(c2c4c(c(c5c2nc(c(n5)c2ccc(cc2)F)c2ccc(cc2)F)c2c(c(c(c5sc6-c7c(cc(s7)c7c(c(c(c8c9c(c(c%10c8nc(c(n%10)c8ccc(cc8)F)c8ccc(cc8)F)c8c(c(c[se]8)F)F)nsn9)[se]7)F)F)C(=C(c7cc(cc(c7)OC)OC)c7cc(cc(c7)OC)OC)c6c5)[se]2)F)F)nsn4)[se]1)F)F)scc3)[C](c1cc(cc(c1)OC)OC)c1cc(cc(c1)OC)OC,-4.60961116,-3.448228608,1.161382552,0.421199818
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(s5)C)c5ccc(s5)C)c5c(c(cs5)OC)OC)nsn6)s4)OC)OC)s2)OC)OC)nsn3)s1)OC)OC,-4.248515882,-2.905361178,1.343154704,0.641086978
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(s5)C)c5ccc(s5)C)c5c(c(c[se]5)OC)OC)nsn6)[se]4)OC)OC)[se]2)OC)OC)nsn3)[se]1)OC)OC,-4.25042068,-2.952164786,1.298255894,0.505530668
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(s5)C)c5ccc(s5)C)c5c(c(cs5)F)F)nsn6)s4)F)F)s2)F)F)nsn3)s1)F)F,-4.61097173,-3.141284016,1.469687714,0.640093762
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2c(c(c(c4sc5[C]6C(=C(c5c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S6)c4c(c(c(c5c6c(c(c7c5nc(c(n7)c5ccc(s5)C)c5ccc(s5)C)c5c(c(c[se]5)F)F)nsn6)[se]4)F)F)[se]2)F)F)nsn3)[se]1)F)F,-4.532875012,-3.22863261,1.304242402,0.473970886
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(cc(c2c3c(c(c4c2nc(c(n4)C)C)c2cc(c(s2)c2sc4-c5c(cc(s5)c5c(cc(c6c7c(c(c8c6nc(c(n8)C)C)c6cc(cs6)C)n[se]n7)s5)C)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)C)n[se]n3)s1)C,-4.237087094,-3.197067386,1.040019708,0.279705981
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1cc(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(cc(s2)c2sc4-c5c(cc(s5)c5cc(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(ccs6)C)n[se]n7)s5)C)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)C)n[se]n3)s1)C,-4.512466462,-3.069173806,1.443292656,0.562160313
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(cc(c2c3c(c(c4c2nc(c(n4)C)C)c2cc(c(s2)c2sc4-c5c(cc(s5)c5c(cc(c6c7c(c(c8c6nc(c(n8)C)C)c6cc(cs6)OC)n[se]n7)s5)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)n[se]n3)s1)OC,-4.105111804,-3.129038886,0.976072918,0.14402994
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1cc(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(cc(s2)c2sc4-c5c(cc(s5)c5cc(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(ccs6)OC)n[se]n7)s5)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)n[se]n3)s1)OC,-4.424029412,-2.952709014,1.471320398,0.496526416
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(c(cs6)OC)OC)n[se]n7)s5)OC)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)OC)n[se]n3)s1)OC)OC,-4.390287276,-2.981280984,1.409006292,0.513261427
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)C)C)c7c(c(c[se]7)OC)OC)n[se]n8)[se]6)OC)OC)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)OC)OC)n[se]n3)[se]1)OC)OC,-4.312190558,-3.04495566,1.267234898,0.344196999
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(cc(c2c3c(c(c4c2nc(c(n4)C)C)c2cc(c(s2)c2sc4-c5c(cc(s5)c5c(cc(c6c7c(c(c8c6nc(c(n8)C)C)c6cc(cs6)F)n[se]n7)s5)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)n[se]n3)s1)F,-4.41232851,-3.419384524,0.992943986,0.275569848
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1cc(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(cc(s2)c2sc4-c5c(cc(s5)c5cc(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(ccs6)F)n[se]n7)s5)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)n[se]n3)s1)F,-4.584848786,-3.119242782,1.465606004,0.5117648
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(c(cs6)F)F)n[se]n7)s5)F)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)F)n[se]n3)s1)F)F,-4.670020468,-3.310538924,1.359481544,0.502404078
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)C)C)c7c(c(c[se]7)F)F)n[se]n8)[se]6)F)F)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)F)F)n[se]n3)[se]1)F)F,-4.59736603,-3.402241342,1.195124688,0.373449254
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(cc(c2c3c(c(c4c2nc(c(n4)C)C)c2cc(c(s2)c2sc4-c5c(cc(s5)c5c(cc(c6c7c(c(c8c6nc(c(n8)C)C)c6cc(cs6)Cl)n[se]n7)s5)Cl)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)Cl)n[se]n3)s1)Cl,-4.531786556,-3.470269842,1.061516714,0.33314917
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1cc(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(cc(s2)c2sc4-c5c(cc(s5)c5cc(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(ccs6)Cl)n[se]n7)s5)Cl)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)Cl)n[se]n3)s1)Cl,-4.810159178,-3.1973395,1.612819678,0.779905935
C12=C(c3c([C]1SC(=C2)c1ccc(c2c4c(c(c5c2nc(c(n5)c2cc(ccc2)C)c2cccc(c2)C)c2ccc(s2)c2sc5[C]6C(=C(c5c2)[CH]c2cc(cc(c2)OC)OC)C=C(S6)c2ccc(c5c6c(c(c7c5nc(c(n7)c5cc(ccc5)C)c5cccc(c5)C)c5cccs5)n[se]n6)s2)n[se]n4)s1)scc3)[CH]c1cc(cc(c1)OC)OC,-4.299673314,-3.252578642,1.047094672,0.272168423
C12=C(c3c([C]1SC(=C2)c1ccc(c2c4c(c(c5c2nc(c(n5)c2cc(ccc2)C)c2cccc(c2)C)c2ccc(c5sc6[C]7C(=C(c6c5)[CH]c5cc(cc(c5)OC)OC)C=C(S7)c5ccc(c6c7c(c(c8c6nc(c(n8)c6cc(ccc6)C)c6cccc(c6)C)c6ccc[se]6)n[se]n7)[se]5)[se]2)n[se]n4)[se]1)scc3)[CH]c1cc(cc(c1)OC)OC,-4.300489656,-3.27353142,1.026958236,0.181581672
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2cc(ccc2)C)c2cccc(c2)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)c6cccc(c6)C)c6cc(ccc6)C)c6c(c(cs6)OC)OC)n[se]n7)s5)OC)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)OC)n[se]n3)s1)OC)OC,-4.356000912,-3.060466158,1.295534754,0.569507391
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2cc(ccc2)C)c2cccc(c2)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)c7cccc(c7)C)c7cc(ccc7)C)c7c(c(c[se]7)OC)OC)n[se]n8)[se]6)OC)OC)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)OC)OC)n[se]n3)[se]1)OC)OC,-4.270557116,-3.07896991,1.191587206,0.324604791
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2cc(ccc2)C)c2cccc(c2)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)c6cc(ccc6)C)c6cccc(c6)C)c6c(c(cs6)F)F)n[se]n7)s5)F)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)F)n[se]n3)s1)F)F,-4.639815814,-3.335573412,1.304242402,0.470104146
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2cc(ccc2)C)c2cccc(c2)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)c7cc(ccc7)C)c7cccc(c7)C)c7c(c(c[se]7)F)F)n[se]n8)[se]6)F)F)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)F)F)n[se]n3)[se]1)F)F,-4.569610402,-3.407955736,1.161654666,0.352496476
C12=C(c3c([C]1SC(=C2)c1ccc(c2c4c(c(c5c2nc(c(n5)c2ccc(cc2)C)c2ccc(cc2)C)c2ccc(c5sc6-c7c(cc(s7)c7ccc(c8c9c(c(c%10c8nc(c(n%10)c8ccc(cc8)C)c8ccc(cc8)C)c8cccs8)n[se]n9)s7)/C(=C\c7cc(cc(c7)OC)OC)/c6c5)s2)n[se]n4)s1)scc3)[CH]c1cc(cc(c1)OC)OC,-4.297224288,-3.25312287,1.044101418,0.279515501
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1ccc(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2ccc(c4sc5-c6c(cc(s6)c6ccc(c7c8c(c(c9c7nc(c(n9)c7ccc(cc7)C)c7ccc(cc7)C)c7ccc[se]7)n[se]n8)[se]6)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)n[se]n3)[se]1,-4.278448422,-3.253394984,1.025053438,0.182915031
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)c6ccc(cc6)C)c6ccc(cc6)C)c6c(c(cs6)OC)OC)n[se]n7)s5)OC)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)OC)n[se]n3)s1)OC)OC,-4.338585616,-3.036520126,1.30206549,0.57650072
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)c7ccc(cc7)C)c7ccc(cc7)C)c7c(c(c[se]7)OC)OC)n[se]n8)[se]6)OC)OC)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)OC)OC)n[se]n3)[se]1)OC)OC,-4.256407188,-3.05584022,1.200566968,0.327189874
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)c6ccc(cc6)C)c6ccc(cc6)C)c6c(c(cs6)F)F)n[se]n7)s5)F)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)F)n[se]n3)s1)F)F,-4.61369287,-3.307001442,1.306691428,0.467029258
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)c7ccc(cc7)C)c7ccc(cc7)C)c7c(c(c[se]7)F)F)n[se]n8)[se]6)F)F)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)F)F)n[se]n3)[se]1)F)F,-4.546208598,-3.381288564,1.164920034,0.354374062
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1ccc(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2ccc(s2)c2sc4-c5c(cc(s5)c5ccc(c6c7c(c(c8c6nc(c(n8)c6ccc(s6)C)c6ccc(s6)C)c6cccs6)n[se]n7)s5)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)n[se]n3)s1,-4.269196546,-3.206319262,1.062877284,0.289665353
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1ccc(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2ccc(c4sc5-c6c(cc(s6)c6ccc(c7c8c(c(c9c7nc(c(n9)c7ccc(s7)C)c7ccc(s7)C)c7ccc[se]7)n[se]n8)[se]6)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)n[se]n3)[se]1,-4.25450239,-3.259653606,0.994848784,0.18465656
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2c(c(c(s2)c2sc4[C]5C(=C(c4c2)[CH]c2cc(cc(c2)OC)OC)C=C(S5)c2c(c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(s4)C)c4ccc(s4)C)c4c(c(cs4)C)C)n[se]n5)s2)C)C)C)C)n[se]n3)s1)C)C,-4.547569168,-3.064547868,1.4830213,0.687795346
C12=C(c3c([C]1SC(=C2)c1c(c(c(c2c4c(c(c5c2nc(c(n5)c2ccc(s2)C)c2ccc(s2)C)c2c(c(c(s2)c2sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)c7ccc(s7)C)c7ccc(s7)C)c7c(c(cs7)OC)OC)n[se]n8)s6)OC)OC)/C(=C\c6cc(cc(c6)OC)OC)/c5c2)OC)OC)n[se]n4)s1)OC)OC)scc3)[CH]c1cc(cc(c1)OC)OC,-4.30484348,-2.999512622,1.305330858,0.480063519
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(cc(c2c3c(c(c4c2nc(c(n4)C)C)c2cc(c(s2)c2sc4-c5c(cc(s5)c5c(cc(c6c7c(c(c8c6nc(c(n8)C)C)c6cc(cs6)C)non7)s5)C)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)C)non3)s1)C,-4.399539152,-3.252306528,1.147232624,0.347843326
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1cc(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(cc(s2)c2sc4-c5c(cc(s5)c5cc(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(ccs6)C)non7)s5)C)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)C)non3)s1)C,-4.604440994,-3.117337984,1.48710301,0.599113394
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(cc(c2c3c(c(c4c2nc(c(n4)C)C)c2cc(c(s2)c2sc4-c5c(cc(s5)c5c(cc(c6c7c(c(c8c6nc(c(n8)C)C)c6cc(cs6)OC)non7)s5)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)non3)s1)OC,-4.205249756,-3.195162588,1.010087168,0.185608959
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1cc(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(cc(s2)c2sc4-c5c(cc(s5)c5cc(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(ccs6)OC)non7)s5)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)non3)s1)OC,-4.501581902,-2.97420602,1.527375882,0.538568029
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(c(cs6)OC)OC)non7)s5)OC)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)OC)non3)s1)OC)OC,-4.463758056,-3.01910483,1.444653226,0.557126204
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)C)C)c7c(c(c[se]7)OC)OC)non8)[se]6)OC)OC)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)OC)OC)non3)[se]1)OC)OC,-4.397906468,-3.073255516,1.324650952,0.392333965
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(cc(c2c3c(c(c4c2nc(c(n4)C)C)c2cc(c(s2)c2sc4-c5c(cc(s5)c5c(cc(c6c7c(c(c8c6nc(c(n8)C)C)c6cc(cs6)F)non7)s5)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)non3)s1)F,-4.545392256,-3.473263096,1.07212916,0.326373532
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1cc(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(cc(s2)c2sc4-c5c(cc(s5)c5cc(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(ccs6)F)non7)s5)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)non3)s1)F,-4.693150158,-3.198155842,1.494994316,0.564718184
