SMILES,HOMO,LUMO,E_gap,E_st
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(c(cs6)F)F)non7)s5)F)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)F)non3)s1)F)F,-4.784308348,-3.399792316,1.384516032,0.548064807
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)C)C)c7c(c(c[se]7)F)F)non8)[se]6)F)F)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)F)F)non3)[se]1)F)F,-4.701857806,-3.467548702,1.234309104,0.416171152
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(cc(c2c3c(c(c4c2nc(c(n4)C)C)c2cc(c(s2)c2sc4-c5c(cc(s5)c5c(cc(c6c7c(c(c8c6nc(c(n8)C)C)c6cc(cs6)Cl)non7)s5)Cl)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)Cl)non3)s1)Cl,-4.675190634,-3.538570456,1.136620178,0.386347457
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1cc(c(c2c3c(c(c4c2nc(c(n4)C)C)c2c(cc(s2)c2sc4-c5c(cc(s5)c5cc(c(c6c7c(c(c8c6nc(c(n8)C)C)c6c(ccs6)Cl)non7)s5)Cl)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)Cl)non3)s1)Cl,-4.89941257,-3.267544912,1.631867658,0.818845449
C12=C(c3c([C]1SC(=C2)c1ccc(c2c4c(c(c5c2nc(c(n5)c2cc(ccc2)C)c2cccc(c2)C)c2ccc(s2)c2sc5-c6c(cc(s6)c6ccc(c7c8c(c(c9c7nc(c(n9)c7cc(ccc7)C)c7cccc(c7)C)c7cccs7)non8)s6)/C(=C\c6cc(cc(c6)OC)OC)/c5c2)non4)s1)scc3)[CH]c1cc(cc(c1)OC)OC,-4.431104376,-3.301559162,1.129545214,0.331843023
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1ccc(c2c3c(c(c4c2nc(c(n4)c2cc(ccc2)C)c2cccc(c2)C)c2ccc(c4sc5-c6c(cc(s6)c6ccc(c7c8c(c(c9c7nc(c(n9)c7cc(ccc7)C)c7cccc(c7)C)c7ccc[se]7)non8)[se]6)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)non3)[se]1,-4.398994924,-3.335845526,1.063149398,0.242535208
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2cc(ccc2)C)c2cccc(c2)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)c6cccc(c6)C)c6cc(ccc6)C)c6c(c(cs6)OC)OC)non7)s5)OC)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)OC)non3)s1)OC)OC,-4.428383236,-3.088766014,1.339617222,0.632746684
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2cc(ccc2)C)c2cccc(c2)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)c7cccc(c7)C)c7cc(ccc7)C)c7c(c(c[se]7)OC)OC)non8)[se]6)OC)OC)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)OC)OC)non3)[se]1)OC)OC,-4.377497918,-3.14019556,1.237302358,0.384578716
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2cc(ccc2)C)c2cccc(c2)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)c6cc(ccc6)C)c6cccc(c6)C)c6c(c(cs6)F)F)non7)s5)F)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)F)non3)s1)F)F,-4.743763362,-3.403601912,1.34016145,0.514431517
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2cc(ccc2)C)c2cccc(c2)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)c7cc(ccc7)C)c7cccc(c7)C)c7c(c(c[se]7)F)F)non8)[se]6)F)F)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)F)F)non3)[se]1)F)F,-4.659408022,-3.470269842,1.18913818,0.378374517
C12=C(c3c([C]1SC(=C2)c1ccc(c2c4c(c(c5c2nc(c(n5)c2ccc(cc2)C)c2ccc(cc2)C)c2ccc(c5sc6-c7c(cc(s7)c7ccc(c8c9c(c(c%10c8nc(c(n%10)c8ccc(cc8)C)c8ccc(cc8)C)c8cccs8)non9)s7)/C(=C\c7cc(cc(c7)OC)OC)/c6c5)s2)non4)s1)scc3)[CH]c1cc(cc(c1)OC)OC,-4.4082468,-3.278429472,1.129817328,0.333584553
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1ccc(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2ccc(c4sc5-c6c(cc(s6)c6ccc(c7c8c(c(c9c7nc(c(n9)c7ccc(cc7)C)c7ccc(cc7)C)c7ccc[se]7)non8)[se]6)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)non3)[se]1,-4.38239597,-3.31434852,1.06804745,0.25151497
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)c6ccc(cc6)C)c6ccc(cc6)C)c6c(c(cs6)OC)OC)non7)s5)OC)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)OC)non3)s1)OC)OC,-4.409335256,-3.063459412,1.345875844,0.639740014
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)c7ccc(cc7)C)c7ccc(cc7)C)c7c(c(c[se]7)OC)OC)non8)[se]6)OC)OC)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)OC)OC)non3)[se]1)OC)OC,-4.35110286,-3.118698554,1.232404306,0.379054802
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)c6ccc(cc6)C)c6ccc(cc6)C)c6c(c(cs6)F)F)non7)s5)F)F)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)F)F)non3)s1)F)F,-4.714919278,-3.379927994,1.334991284,0.511737588
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(cc2)C)c2ccc(cc2)C)c2c(c(c(c4sc5-c6c(cc(s6)c6c(c(c(c7c8c(c(c9c7nc(c(n9)c7ccc(cc7)C)c7ccc(cc7)C)c7c(c(c[se]7)F)F)non8)[se]6)F)F)/C(=C\c6cc(cc(c6)OC)OC)/c5c4)[se]2)F)F)non3)[se]1)F)F,-4.62865914,-3.4422421,1.18641704,0.377013947
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1ccc(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2ccc(s2)c2sc4-c5c(cc(s5)c5ccc(c6c7c(c(c8c6nc(c(n8)c6ccc(s6)C)c6ccc(s6)C)c6cccs6)non7)s5)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)non3)s1,-4.38783825,-3.26128629,1.12655196,0.344768438
C12=C(c3c([C]1SC(=C2)c1ccc(c2c4c(c(c5c2nc(c(n5)c2ccc(s2)C)c2ccc(s2)C)c2ccc(c5sc6-c7c(cc(s7)c7ccc(c8c9c(c(c%10c8nc(c(n%10)c8ccc(s8)C)c8ccc(s8)C)c8ccc[se]8)non9)[se]7)/C(=C\c7cc(cc(c7)OC)OC)/c6c5)[se]2)non4)[se]1)scc3)[CH]c1cc(cc(c1)OC)OC,-4.33885773,-3.308362012,1.030495718,0.254970818
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2c(c(c(s2)c2sc4[C]5C(=C(c4c2)[CH]c2cc(cc(c2)OC)OC)C=C(S5)c2c(c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(s4)C)c4ccc(s4)C)c4c(c(cs4)C)C)non5)s2)C)C)C)C)non3)s1)C)C,-4.649884032,-3.11162359,1.538260442,0.738000379
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c(c(c(c2c3c(c(c4c2nc(c(n4)c2ccc(s2)C)c2ccc(s2)C)c2c(c(c(s2)c2sc4-c5c(cc(s5)c5c(c(c(c6c7c(c(c8c6nc(c(n8)c6ccc(s6)C)c6ccc(s6)C)c6c(c(cs6)OC)OC)non7)s5)OC)OC)/C(=C\c5cc(cc(c5)OC)OC)/c4c2)OC)OC)non3)s1)OC)OC,-4.378858488,-3.015295234,1.363563254,0.530703934
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)C)C)c3c5c(c(s3)c3sc6[C]7C(=C(c6c3)[CH]c3cc(cc(c3)OC)OC)C=C(S7)c3c6c(c(c7c8c(c(c9c7nc(c(n9)C)C)c7c9c(cs7)OC=CO9)nsn8)s3)OC=CO6)OC=CO5)nsn4)s1)OC=CO2,-4.488248316,-2.989444404,1.498803912,0.659252221
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)C)C)c3c5c(c(c6sc7-c8c(cc(s8)c8c9c(c(c%10c%11c(c(c%12c%10nc(c(n%12)C)C)c%10c%12c(c[se]%10)OC=CO%12)nsn%11)[se]8)OC=CO9)/C(=C\c8cc(cc(c8)OC)OC)/c7c6)[se]3)OC=CO5)nsn4)[se]1)OC=CO2,-4.412600624,-3.060466158,1.352134466,0.508553855
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)c3ccc(s3)C)c3ccc(s3)C)c3c5c(c(s3)c3sc6-c7c(cc(s7)c7c8c(c(c9c%10c(c(c%11c9nc(c(n%11)c9ccc(s9)C)c9ccc(s9)C)c9c%11c(cs9)OC=CO%11)nsn%10)s7)OC=CO8)/C(=C\c7cc(cc(c7)OC)OC)/c6c3)OC=CO5)nsn4)s1)OC=CO2,-4.429743806,-2.96468203,1.465061776,0.678747556
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)c3ccc(cc3)OC)c3ccc(cc3)OC)c3c5c(c(s3)c3sc6-c7c(cc(s7)c7c8c(c(c9c%10c(c(c%11c9nc(c(n%11)c9ccc(cc9)OC)c9ccc(cc9)OC)c9c%11c(cs9)OC=CO%11)nsn%10)s7)OC=CO8)/C(=C\c7cc(cc(c7)OC)OC)/c6c3)OC=CO5)nsn4)s1)OC=CO2,-4.405253546,-2.939375428,1.465878118,0.577247401
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)c3ccc(s3)C)c3ccc(s3)C)c3c5c(c(c6sc7-c8c(cc(s8)c8c9c(c(c%10c%11c(c(c%12c%10nc(c(n%12)c%10ccc(s%10)C)c%10ccc(s%10)C)c%10c%12c(cs%10)OC=CO%12)nsn%11)s8)OC=CO9)C(=C(c8cc(cc(c8)OC)OC)c8cc(cc(c8)OC)OC)c7c6)s3)OC=CO5)nsn4)s1)OC=CO2,-4.405253546,-2.91978322,1.485470326,0.689694702
C12=C(c3c([C]1SC(=C2)c1c2c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(s4)C)c4ccc(s4)C)c4c6c(c([se]4)c4sc7[C]8C(=C(c7c4)[C](c4cc(cc(c4)OC)OC)c4cc(cc(c4)OC)OC)C=C(S8)c4c7c(c(c8c9c(c(c%10c8nc(c(n%10)c8ccc(s8)C)c8ccc(s8)C)c8c%10c(c[se]8)OC=CO%10)nsn9)[se]4)OC=CO7)OC=CO6)nsn5)[se]1)OC=CO2)scc3)[C](c1cc(cc(c1)OC)OC)c1cc(cc(c1)OC)OC,-4.396545898,-2.969307968,1.42723793,0.692402236
C12=C(c3c([C]1SC(=C2)c1c2c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(cc4)OC)c4ccc(cc4)OC)c4c6c(c(s4)c4sc7-c8c(cc(s8)c8c9c(c(c%10c%11c(c(c%12c%10nc(c(n%12)c%10ccc(cc%10)OC)c%10ccc(cc%10)OC)c%10c%12c(cs%10)OC=CO%12)nsn%11)s8)OC=CO9)[C](c7c4)[C](c4ccc(cc4)OC)c4ccc(cc4)OC)OC=CO6)nsn5)s1)OC=CO2)scc3)[C](c1ccc(cc1)OC)c1ccc(cc1)OC,-4.310557874,-2.922232246,1.388325628,0.690562746
C12=C(c3c([C]1SC(=C2)c1c2c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(cc4)OC)c4ccc(cc4)OC)c4c6c(c(c7sc8-c9c(cc(s9)c9c%10c(c(c%11c%12c(c(c%13c%11nc(c(n%13)c%11ccc(cc%11)OC)c%11ccc(cc%11)OC)c%11c%13c(c[se]%11)OC=CO%13)nsn%12)[se]9)OC=CO%10)[C](c8c7)[C](c7ccc(cc7)OC)c7ccc(cc7)OC)[se]4)OC=CO6)nsn5)[se]1)OC=CO2)scc3)[C](c1ccc(cc1)OC)c1ccc(cc1)OC,-4.324435688,-2.985634808,1.33880088,0.631078625
C12=C(c3c([C]1SC(=C2)c1c2c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(cc4)F)c4ccc(cc4)F)c4c6c(c(s4)c4sc7-c8c(cc(s8)c8c9c(c(c%10c%11c(c(c%12c%10nc(c(n%12)c%10ccc(cc%10)F)c%10ccc(cc%10)F)c%10c%12c(cs%10)OC=CO%12)nsn%11)s8)OC=CO9)[C](c7c4)[C](c4ccc(cc4)OC)c4ccc(cc4)OC)OC=CO6)nsn5)s1)OC=CO2)scc3)[C](c1ccc(cc1)OC)c1ccc(cc1)OC,-4.4490639,-3.12522929,1.32383461,0.663234337
C12=C(c3c([C]1SC(=C2)c1c2c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(cc4)F)c4ccc(cc4)F)c4c6c(c(c7sc8-c9c(cc(s9)c9c%10c(c(c%11c%12c(c(c%13c%11nc(c(n%13)c%11ccc(cc%11)F)c%11ccc(cc%11)F)c%11c%13c(c[se]%11)OC=CO%13)nsn%12)[se]9)OC=CO%10)[C](c8c7)[C](c7ccc(cc7)OC)c7ccc(cc7)OC)[se]4)OC=CO6)nsn5)[se]1)OC=CO2)scc3)[C](c1ccc(cc1)OC)c1ccc(cc1)OC,-4.461853258,-3.188631852,1.273221406,0.600835875
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)C)C)c3c5c(c(s3)c3sc6[C]7C(=C(c6c3)[CH]c3cc(cc(c3)OC)OC)C=C(S7)c3c6c(c(c7c8c(c(c9c7nc(c(n9)C)C)c7c9c(cs7)OC=CO9)n[se]n8)s3)OC=CO6)OC=CO5)n[se]n4)s1)OC=CO2,-4.456683092,-3.06264307,1.394040022,0.538948988
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)C)C)c3c5c(c(c6sc7-c8c(cc(s8)c8c9c(c(c%10c%11c(c(c%12c%10nc(c(n%12)C)C)c%10c%12c(c[se]%10)OC=CO%12)n[se]n%11)[se]8)OC=CO9)/C(=C\c8cc(cc(c8)OC)OC)/c7c6)[se]3)OC=CO5)n[se]n4)[se]1)OC=CO2,-4.384844996,-3.145093612,1.239751384,0.402891988
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)c3ccc(s3)C)c3ccc(s3)C)c3c5c(c(s3)c3sc6-c7c(cc(s7)c7c8c(c(c9c%10c(c(c%11c9nc(c(n%11)c9ccc(s9)C)c9ccc(s9)C)c9c%11c(cs9)OC=CO%11)n[se]n%10)s7)OC=CO8)/C(=C\c7cc(cc(c7)OC)OC)/c6c3)OC=CO5)n[se]n4)s1)OC=CO2,-4.395729556,-3.02590768,1.369821876,0.640229819
c12c(-c3c(ccs3)/C/2=C/c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)c3ccc(cc3)OC)c3ccc(cc3)OC)c3c5c(c(s3)c3sc6-c7c(cc(s7)c7c8c(c(c9c%10c(c(c%11c9nc(c(n%11)c9ccc(cc9)OC)c9ccc(cc9)OC)c9c%11c(cs9)OC=CO%11)n[se]n%10)s7)OC=CO8)/C(=C\c7cc(cc(c7)OC)OC)/c6c3)OC=CO5)n[se]n4)s1)OC=CO2,-4.371239296,-3.007403928,1.363835368,0.468825211
C12=C(c3c([C]1SC(=C2)c1c2c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(s4)C)c4ccc(s4)C)c4c6c(c(c7sc8[C]9C(=C(c8c7)[C](c7cc(cc(c7)OC)OC)c7cc(cc(c7)OC)OC)C=C(S9)c7c8c(c(c9c%10c(c(c%11c9nc(c(n%11)c9ccc(s9)C)c9ccc(s9)C)c9c%11c(cs9)OC=CO%11)n[se]n%10)s7)OC=CO8)s4)OC=CO6)n[se]n5)s1)OC=CO2)scc3)[C](c1cc(cc(c1)OC)OC)c1cc(cc(c1)OC)OC,-4.372055638,-2.983457896,1.388597742,0.584011067
c12c(-c3c(ccs3)C2=C(c2cc(cc(c2)OC)OC)c2cc(cc(c2)OC)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)c3ccc(s3)C)c3ccc(s3)C)c3c5c(c([se]3)c3sc6-c7c(cc(s7)c7c8c(c(c9c%10c(c(c%11c9nc(c(n%11)c9ccc(s9)C)c9ccc(s9)C)c9c%11c(c[se]9)OC=CO%11)n[se]n%10)[se]7)OC=CO8)[C](c6c3)[C](c3cc(cc(c3)OC)OC)c3cc(cc(c3)OC)OC)OC=CO5)n[se]n4)[se]1)OC=CO2,-4.355456684,-3.020193286,1.335263398,0.417586144
C12=C(c3c([C]1SC(=C2)c1c2c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(cc4)OC)c4ccc(cc4)OC)c4c6c(c(s4)c4sc7-c8c(cc(s8)c8c9c(c(c%10c%11c(c(c%12c%10nc(c(n%12)c%10ccc(cc%10)OC)c%10ccc(cc%10)OC)c%10c%12c(cs%10)OC=CO%12)n[se]n%11)s8)OC=CO9)[C](c7c4)[C](c4ccc(cc4)OC)c4ccc(cc4)OC)OC=CO6)n[se]n5)s1)OC=CO2)scc3)[C](c1ccc(cc1)OC)c1ccc(cc1)OC,-4.279264764,-2.99189343,1.287371334,0.570922383
c12c(-c3c(ccs3)[C]2[C](c2ccc(cc2)OC)c2ccc(cc2)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)c3ccc(cc3)OC)c3ccc(cc3)OC)c3c5c(c(c6sc7-c8c(cc(s8)c8c9c(c(c%10c%11c(c(c%12c%10nc(c(n%12)c%10ccc(cc%10)OC)c%10ccc(cc%10)OC)c%10c%12c(c[se]%10)OC=CO%12)n[se]n%11)[se]8)OC=CO9)[C](c7c6)[C](c6ccc(cc6)OC)c6ccc(cc6)OC)[se]3)OC=CO5)n[se]n4)[se]1)OC=CO2,-4.246066856,-3.020193286,1.22587357,0.443845145
C12=C(c3c([C]1SC(=C2)c1c2c(c(c4c5c(c(c6c4nc(c(n6)c4ccc(cc4)F)c4ccc(cc4)F)c4c6c(c(s4)c4sc7-c8c(cc(s8)c8c9c(c(c%10c%11c(c(c%12c%10nc(c(n%12)c%10ccc(cc%10)F)c%10ccc(cc%10)F)c%10c%12c(cs%10)OC=CO%12)n[se]n%11)s8)OC=CO9)[C](c7c4)[C](c4ccc(cc4)OC)c4ccc(cc4)OC)OC=CO6)n[se]n5)s1)OC=CO2)scc3)[C](c1ccc(cc1)OC)c1ccc(cc1)OC,-4.41777079,-3.188903966,1.228866824,0.539411582
c12c(-c3c(ccs3)[C]2[C](c2ccc(cc2)OC)c2ccc(cc2)OC)sc(c1)c1c2c(c(c3c4c(c(c5c3nc(c(n5)c3ccc(cc3)F)c3ccc(cc3)F)c3c5c(c(c6sc7-c8c(cc(s8)c8c9c(c(c%10c%11c(c(c%12c%10nc(c(n%12)c%10ccc(cc%10)F)c%10ccc(cc%10)F)c%10c%12c(c[se]%10)OC=CO%12)n[se]n%11)[se]8)OC=CO9)[C](c7c6)[C](c6ccc(cc6)OC)c6ccc(cc6)OC)[se]3)OC=CO5)n[se]n4)[se]1)OC=CO2,-4.389470934,-3.214482682,1.174988252,0.415654135
c1(cc2c(-c3c(/C/2=C/c2cc(cc(c2)C)C)ccs3)s1)c1c(cc(s1)[C]1c2c([C](c3cc(c(s3)c3cc4/C(=C/c5cc(cc(c5)C)C)/c5cc(sc5-c4s3)c3c(cc(s3)[C]3c4c([C](c5cc(cs5)C)S3)nsn4)C)C)S1)nsn2)C,-4.286339728,-3.00005685,1.286282878,0.270086206
C1(=CC2=C(c3c([C]2S1)scc3)[CH]c1cc(cc(c1)C)C)c1cc(c(s1)[C]1c2c([C](c3c(cc(s3)c3cc4/C(=C/c5cc(cc(c5)C)C)/c5cc(sc5-c4s3)c3cc(c(s3)[C]3c4c([C](c5c(ccs5)C)S3)nsn4)C)C)S1)nsn2)C,-4.199807476,-2.943457138,1.256350338,0.314264187
C1(=CC2=C(c3c([C]2S1)scc3)[CH]c1cc(cc(c1)C)C)c1c(c(c(s1)[C]1c2c([C](c3c(c(c(s3)c3cc4/C(=C/c5cc(cc(c5)C)C)/c5cc(sc5-c4s3)c3c(c(c(s3)[C]3c4c([C](c5c(c(cs5)C)C)S3)nsn4)C)C)C)C)S1)nsn2)C)C,-4.276815738,-2.886585312,1.390230426,0.402062313
C1(=CC2=C(c3c([C]2S1)scc3)[CH]c1cc(cc(c1)C)C)c1c(cc(s1)[C]1c2c([C](c3cc(c(s3)c3cc4/C(=C/c5cc(cc(c5)C)C)/c5cc(sc5-c4s3)c3c(cc(s3)[C]3c4c([C](c5cc(cs5)OC)S3)nsn4)OC)OC)S1)nsn2)OC,-4.101030094,-2.930395666,1.170634428,0.146833259
C1(=CC2=C(c3c([C]2S1)scc3)[CH]c1cc(cc(c1)C)C)c1cc(c(s1)[C]1c2c([C](c3c(cc(s3)c3cc4/C(=C/c5cc(cc(c5)C)C)/c5cc(sc5-c4s3)c3cc(c(s3)[C]3c4c([C](c5c(ccs5)OC)S3)nsn4)OC)OC)S1)nsn2)OC,-3.939394378,-2.675969076,1.263425302,0.259376072
c1(cc2c(-c3c(/C/2=C/c2cc(cc(c2)C)C)ccs3)s1)c1c(c(c(s1)[C]1c2c([C](c3c(c(c(s3)c3cc4C(=C5C=C(S[C]5c4s3)c3c(c(c(s3)[C]3c4c([C](c5c(c(cs5)OC)OC)S3)nsn4)OC)OC)[CH]c3cc(cc(c3)C)C)OC)OC)S1)nsn2)OC)OC,-4.115180022,-2.857741228,1.257438794,0.319468911
c1(cc2c(-c3c(/C/2=C/c2cc(cc(c2)C)C)ccs3)s1)c1c(cc(s1)[C]1c2c([C](c3cc(c(s3)c3cc4C(=C5C=C(S[C]5c4s3)c3c(cc(s3)[C]3c4c([C](c5cc(cs5)F)S3)nsn4)F)[CH]c3cc(cc(c3)C)C)F)S1)nsn2)F,-4.44498219,-3.2517623,1.19321989,0.245891734
c1(cc2c(-c3c(/C/2=C/c2cc(cc(c2)C)C)ccs3)s1)c1cc(c(s1)[C]1c2c([C](c3c(cc(s3)c3cc4C(=C5C=C(S[C]5c4s3)c3cc(c(s3)[C]3c4c([C](c5c(ccs5)F)S3)nsn4)F)[CH]c3cc(cc(c3)C)C)F)S1)nsn2)F,-4.379130602,-3.079514138,1.299616464,0.335567719
c1(cc2c(-c3c(/C/2=C/c2cc(cc(c2)C)C)ccs3)s1)c1c(c(c(s1)[C]1c2c([C](c3c(c(c(s3)c3cc4C(=C5C=C(S[C]5c4s3)c3c(c(c(s3)[C]3c4c([C](c5c(c(cs5)F)F)S3)nsn4)F)F)[CH]c3cc(cc(c3)C)C)F)F)S1)nsn2)F)F,-4.522262566,-3.294212084,1.228050482,0.341437763
C1(=CC2=C(c3c([C]2S1)scc3)[CH]c1cc(cc(c1)C)C)c1c(cc(s1)[C]1c2c([C](c3cc(c(s3)c3cc4/C(=C/c5cc(cc(c5)C)C)/c5cc(sc5-c4s3)c3c(cc(s3)[C]3c4c([C](c5cc(cs5)C)[Se]3)n[se]n4)C)C)[Se]1)n[se]n2)C,-4.251509136,-2.975294476,1.27621466,0.115947775
C1(=CC2=C(c3c([C]2S1)scc3)[CH]c1cc(cc(c1)C)C)c1cc(c(s1)[C]1c2c([C](c3c(cc(s3)c3cc4/C(=C/c5cc(cc(c5)C)C)/c5cc(sc5-c4s3)c3cc(c(s3)[C]3c4c([C](c5c(ccs5)C)[Se]3)n[se]n4)C)C)[Se]1)n[se]n2)C,-4.169058594,-2.91025923,1.258799364,0.165064352
C1(=CC2=C(c3c([C]2S1)scc3)[CH]c1cc(cc(c1)C)C)c1c(c(c(s1)[C]1c2c([C](c3c(c(c(s3)c3cc4/C(=C/c5cc(cc(c5)C)C)/c5cc(sc5-c4s3)c3c(c(c(s3)[C]3c4c([C](c5c(c(cs5)C)C)[Se]3)n[se]n4)C)C)C)C)[Se]1)n[se]n2)C)C,-4.234365954,-2.907810204,1.326555875,0.214099295
c1(cc2c(-c3c(/C/2=C/c2cc(cc(c2)C)C)ccs3)s1)c1c(cc(s1)[C]1c2c([C](c3cc(c(s3)c3cc4C(=C5C=C(S[C]5c4s3)c3c(cc(s3)[C]3c4c([C](c5cc(cs5)OC)[Se]3)n[se]n4)OC)[CH]c3cc(cc(c3)C)C)OC)[Se]1)n[se]n2)OC,-4.105111804,-2.924681272,1.180430532,0.05268127
