SMILES,log_solubility
O=C1c2ccccc2C(=O)c2c1ccc(S(=O)(=O)O)c2Cl,1.158124019
Cc1cccc2c1C(=O)c1cccc(Cl)c1C2=O,0.964950617
CC(C)(C)c1cc(O)c(Cl)c2c1C(=O)c1ccccc1C2=O,2.251747608
O=C1c2ccccc2C(=O)c2c(Cl)c(O)cc(Br)c21,1.641181738
Cc1cccc2c1C(=O)c1c(C(=O)O)cccc1C2=O,1.65435835
O=C1c2ccccc2C(=O)c2c(S(=O)(=O)O)ccc(O)c21,0.933397801
Cc1c(O)cc(Br)c2c1C(=O)c1ccccc1C2=O,1.882344745
O=C1c2ccccc2C(=O)c2c(Cl)c(Cl)cc(O)c21,1.767319301
O=C1c2ccccc2C(=O)c2c(Br)c(Cl)cc(Cl)c21,1.596132608
Cc1ccc(Cl)c2c1C(=O)c1ccccc1C2=O,1.741579187
O=C1c2ccccc2C(=O)c2c(S(=O)(=O)O)ccc(Cl)c21,0.865824106
O=C1c2ccc(S(=O)(=O)O)cc2C(=O)c2ccc(S(=O)(=O)O)cc21,-0.59697873
Nc1cccc2c1C(=O)c1cccc(Br)c1C2=O,0.413098779
Cc1cc(Br)c2c(c1C(C)(C)C)C(=O)c1ccccc1C2=O,2.321723923
O=C(O)c1cc(S(=O)(=O)O)c2c(c1Cl)C(=O)c1ccccc1C2=O,1.27478215
CC(C)(C)c1cc(N)c(N)c2c1C(=O)c1ccccc1C2=O,2.205497169
Cc1cc(Cl)c2c(c1O)C(=O)c1ccccc1C2=O,2.008482308
CC(C)(C)c1c(S(=O)(=O)O)cc(N)c2c1C(=O)c1ccccc1C2=O,1.863424111
Nc1cc(O)c(N)c2c1C(=O)c1ccccc1C2=O,1.766117991
Cc1cc(S(=O)(=O)O)c(C)c2c1C(=O)c1ccccc1C2=O,1.861922473
Cc1cc(Cl)c(O)c2c1C(=O)c1ccccc1C2=O,2.008482308
Cc1c(N)cc(Cl)c2c1C(=O)c1ccccc1C2=O,1.962832524
O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2cccc(O)c21,0.156769231
Nc1cc(Cl)c2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.378995804
Cc1ccc2c(c1)C(=O)c1cc(O)ccc1C2=O,0.398734858
CC(C)(C)c1c(N)cc(O)c2c1C(=O)c1ccccc1C2=O,2.251146953
CC(C)(C)c1cc(C(C)(C)C)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,2.586312478
O=C(O)c1ccc(Br)c2c1C(=O)c1ccccc1C2=O,1.033406869
Cc1ccc2c(c1)C(=O)c1ccc(Br)cc1C2=O,0.60358057
CC(C)(C)c1c(Cl)cc(N)c2c1C(=O)c1ccccc1C2=O,2.206097824
O=C(O)c1cc(Br)c2c(c1Cl)C(=O)c1ccccc1C2=O,1.4913183
Nc1cc(S(=O)(=O)O)c(Cl)c2c1C(=O)c1ccccc1C2=O,1.378995804
O=C1c2ccccc2C(=O)c2c1ccc(O)c2Br,1.550501938
Nc1cc(C(=O)O)c2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.274181495
Cc1c(N)ccc2c1C(=O)c1ccccc1C2=O,2.032978116
Cc1cccc2c1C(=O)c1cccc(N)c1C2=O,0.964049635
Nc1cc(Br)c(Cl)c2c1C(=O)c1ccccc1C2=O,1.595531953
Cc1c(C(C)(C)C)cc(O)c2c1C(=O)c1ccccc1C2=O,2.492910616
Nc1cc2c(cc1Br)C(=O)c1ccccc1C2=O,0.913508661
O=C(O)c1cc(O)c(Br)c2c1C(=O)c1ccccc1C2=O,1.53636743
CC(C)(C)c1cc(C(=O)O)c2c(c1N)C(=O)c1ccccc1C2=O,2.101283515
O=C(O)c1cc(Cl)c2c(c1Cl)C(=O)c1ccccc1C2=O,1.617455863
CC(C)(C)c1cc(Br)c2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.737887203
O=C(O)c1cc(O)c(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.31983128
Cc1c(O)ccc2c1C(=O)c1ccccc1C2=O,2.101452793
CC(C)(C)c1cc(O)c(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.736175916
CC(C)(C)c1cc(C(=O)O)c2c(c1Cl)C(=O)c1ccccc1C2=O,2.10188417
Nc1ccc2c(c1)C(=O)c1ccc(Br)cc1C2=O,0.240935077
Cc1cc(Br)c(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.732481307
Cc1ccc(Br)c2c1C(=O)c1ccccc1C2=O,1.552372842
CC(C)(C)c1cc(S(=O)(=O)O)c2c(c1Cl)C(=O)c1ccccc1C2=O,1.864024766
O=C(O)c1c(Cl)cc(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.27478215
Cc1cc(C(=O)O)c2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.515945158
Cc1c(Br)cc(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.321723923
Cc1cc(Cl)c2c(c1Br)C(=O)c1ccccc1C2=O,1.837295616
Nc1cc(O)c2c(c1Cl)C(=O)c1ccccc1C2=O,1.766718646
CC(C)(C)c1ccc(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.833119598
CC(C)(C)c1cc(N)c(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.690526131
Nc1cc(Br)c(O)c2c1C(=O)c1ccccc1C2=O,1.640581083
Cc1cc(O)c(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.492910616
CC(C)(C)c1cc(C(C)(C)C)c(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,2.348453073
Cc1cc(S(=O)(=O)O)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.515945158
O=C(O)c1c(O)cc(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.31983128
O=C(O)c1cc(C(=O)O)c2c(c1Cl)C(=O)c1ccccc1C2=O,1.512641555
Cc1c(C(C)(C)C)cc(Br)c2c1C(=O)c1ccccc1C2=O,2.321723923
CC(C)(C)c1c(N)cc(N)c2c1C(=O)c1ccccc1C2=O,2.205497169
Nc1ccc2c(c1)C(=O)c1cc(O)ccc1C2=O,0.036089364
Cc1c(Cl)cc(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.447861486
O=C(O)c1cccc2c1C(=O)c1c(Cl)cccc1C2=O,1.292613839
Cc1cc(N)c(C)c2c1C(=O)c1ccccc1C2=O,2.203995531
O=C(O)c1cc2c(cc1Br)C(=O)c1ccccc1C2=O,0.757188181
O=C(O)c1cccc2c1C(=O)c1c(C(=O)O)cccc1C2=O,1.135392377
Nc1c(O)cc(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.424044933
CC(C)(C)c1c(O)cc(Br)c2c1C(=O)c1ccccc1C2=O,2.125610045
Cc1cccc2c1C(=O)c1c(C)cccc1C2=O,2.173324324
Cc1cc(C)c2c(c1Cl)C(=O)c1ccccc1C2=O,2.204596186
CC(C)(C)c1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1ccccc1C2=O,1.909073896
CC(C)(C)c1c(O)cc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,2.1469333
CC(C)(C)c1cc(C(C)(C)C)c2c(c1Br)C(=O)c1ccccc1C2=O,2.564989223
O=C1c2ccccc2C(=O)c2c1ccc(S(=O)(=O)O)c2Br,0.968917674
Nc1c(Cl)cc(Br)c2c1C(=O)c1ccccc1C2=O,1.595531953
O=C1c2cccc(Cl)c2C(=O)c2cccc(Cl)c21,0.603206106
O=C1c2ccccc2C(=O)c2c1ccc(Cl)c2Cl,1.672134588
Cc1cc(Br)c2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.494621903
Nc1cc(C(=O)O)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.5120409
Cc1cc(O)c(Cl)c2c1C(=O)c1ccccc1C2=O,2.008482308
CC(C)(C)c1c(Cl)cc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,2.10188417
CC(C)(C)c1cc(Br)c(Br)c2c1C(=O)c1ccccc1C2=O,1.954423353
Cc1cc(C(C)(C)C)c2c(c1C)C(=O)c1ccccc1C2=O,2.689024493
Cc1cc(Cl)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.85861887
O=C1c2ccc(Cl)cc2C(=O)c2ccc(O)cc21,0.498616098
CC(C)(C)c1c(Cl)ccc2c1C(=O)c1ccccc1C2=O,2.398777049
Nc1cccc2c1C(=O)c1c(C(=O)O)cccc1C2=O,1.291712857
O=C1c2ccccc2C(=O)c2c(O)cccc21,1.901877418
CC(C)(C)c1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,1.156783882
CC(C)(C)c1cc(Br)c(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.975746607
O=C(O)c1cc(Cl)c(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.27478215
O=C1c2ccccc2C(=O)c2c(Cl)c(Br)cc(Br)c21,1.469995045
O=C(O)c1cccc2c1C(=O)c1ccccc1C2=O,1.452287104
CC(C)(C)c1cc(O)c(N)c2c1C(=O)c1ccccc1C2=O,2.251146953
Cc1cc(C(=O)O)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.753804562
CC(C)(C)c1cc(Br)c2c(c1C(C)(C)C)C(=O)c1ccccc1C2=O,2.564989223
Nc1cc(C(=O)O)c(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.274181495
Nc1cc(N)c2c(c1Br)C(=O)c1ccccc1C2=O,1.594931298
Nc1cc(N)c2c(c1O)C(=O)c1ccccc1C2=O,1.766117991
CC(C)(C)c1cccc2c1C(=O)c1cccc(N)c1C2=O,1.328947585
O=C1c2ccccc2C(=O)c2c(O)c(Br)cc(S(=O)(=O)O)c21,1.298508025
Cc1cc(C(C)(C)C)c(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,2.105187773
O=C1c2ccccc2C(=O)c2c1c(Br)cc(S(=O)(=O)O)c2S(=O)(=O)O,0.910785183
O=C1c2ccc(O)cc2C(=O)c2cc(Cl)ccc21,0.036990347
Cc1cc(O)c2c(c1C(C)(C)C)C(=O)c1ccccc1C2=O,2.492910616
CC(C)(C)c1c(Cl)cc(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.864024766
Cc1c(C(=O)O)cc(N)c2c1C(=O)c1ccccc1C2=O,1.858018215
O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2c1cccc2S(=O)(=O)O,0.421814164
O=C1c2ccccc2C(=O)c2c(Cl)c(Cl)cc(S(=O)(=O)O)c21,1.379596459
Nc1c(Br)cc(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.252858241
O=C1c2cccc(Br)c2C(=O)c2cccc(Br)c21,0.224793417
O=C(O)c1cc(Br)c(O)c2c1C(=O)c1ccccc1C2=O,1.53636743
CC(C)(C)c1ccc(Br)c2c1C(=O)c1ccccc1C2=O,1.917270792
O=C1c2ccc(O)cc2C(=O)c2cc(Br)ccc21,-0.15221599
Cc1c(N)cc(N)c2c1C(=O)c1ccccc1C2=O,1.962231869
Cc1cccc2c1C(=O)c1c(cccc1C(C)(C)C)C2=O,2.538222274
O=C1c2cccc(Br)c2C(=O)c2c(Br)cccc21,1.071422613
Nc1ccc2c(c1)C(=O)c1cc(Cl)ccc1C2=O,-0.03148433
O=C1c2ccccc2C(=O)c2c1c(S(=O)(=O)O)cc(Br)c2S(=O)(=O)O,0.910785183
Nc1cc(Cl)c(Cl)c2c1C(=O)c1ccccc1C2=O,1.721669516
CC(C)(C)c1ccc2c(c1)C(=O)c1cc(O)ccc1C2=O,0.763632808
O=C1c2ccccc2C(=O)c2c(Br)c(S(=O)(=O)O)cc(Cl)c21,1.253458896
Nc1cccc2c1C(=O)c1cccc(O)c1C2=O,0.669878818
O=C1c2ccccc2C(=O)c2c1ccc(Cl)c2C(=O)O,1.514913125
CC(C)(C)c1ccc2c(c1)C(=O)c1ccc(Br)cc1C2=O,0.96847852
O=C1c2ccccc2C(=O)c2c(O)c(S(=O)(=O)O)cc(Cl)c21,1.424645588
CC(C)(C)c1ccc2c(c1O)C(=O)c1ccccc1C2=O,2.466350743
Cc1cc(Cl)c2c(c1C)C(=O)c1ccccc1C2=O,2.204596186
Nc1cccc2c1C(=O)c1c(N)cccc1C2=O,1.448033337
CC(C)(C)c1ccc(N)c2c1C(=O)c1ccccc1C2=O,2.105576154
O=C1c2ccccc2C(=O)c2c1c(Cl)cc(S(=O)(=O)O)c2C(=O)O,1.27478215
Cc1ccc2c(c1)C(=O)c1ccc(Cl)cc1C2=O,0.792786915
CC(C)(C)c1c(Br)cc(N)c2c1C(=O)c1ccccc1C2=O,2.079960261
CC(C)(C)c1c(C(=O)O)cc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.997069862
Nc1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.221712231
Cc1cc(O)c(Br)c2c1C(=O)c1ccccc1C2=O,1.882344745
CC(C)(C)c1cc(Br)c(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.564989223
O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)c(C(=O)O)cc21,0.432383957
O=C(O)c1ccc2c(c1Cl)C(=O)c1ccccc1C2=O,1.514913125
Cc1cc(C(=O)O)c2c(c1Br)C(=O)c1ccccc1C2=O,1.732481307
O=C(O)c1ccc2c(c1)C(=O)c1cc(C(=O)O)ccc1C2=O,-0.34502627
O=C1c2ccccc2C(=O)c2c(O)c(Br)cc(Cl)c21,1.641181738
Cc1cccc2c1C(=O)c1cccc(C(=O)O)c1C2=O,0.807729155
CC(C)(C)c1c(Br)cc(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.737887203
Nc1c(C(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,1.490717645
Cc1c(Cl)cc(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.620759466
Cc1cc(Br)c2c(c1C)C(=O)c1ccccc1C2=O,2.078458623
Cc1cc(O)c2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.665808596
O=C1c2ccccc2C(=O)c2c1ccc(Br)c2C(=O)O,1.325706781
O=C1c2ccc(Cl)cc2C(=O)c2cc(Br)ccc21,-0.21978969
CC(C)(C)c1c(N)cc(Cl)c2c1C(=O)c1ccccc1C2=O,2.206097824
Cc1cc(C)c2c(c1N)C(=O)c1ccccc1C2=O,2.203995531
CC(C)(C)c1c(Br)cc(O)c2c1C(=O)c1ccccc1C2=O,2.125610045
Cc1ccc(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.468221648
Nc1cc(S(=O)(=O)O)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.274181495
O=C1c2ccccc2C(=O)c2cc(Cl)c(O)cc21,1.171189683
Cc1cccc2c1C(=O)c1cccc(S(=O)(=O)O)c1C2=O,0.450940048
Cc1cc2c(cc1N)C(=O)c1ccccc1C2=O,1.464459517
Nc1c(Cl)cc(O)c2c1C(=O)c1ccccc1C2=O,1.766718646
CC(C)(C)c1cc(S(=O)(=O)O)c2c(c1C(C)(C)C)C(=O)c1ccccc1C2=O,2.348453073
Nc1cc(Br)c(N)c2c1C(=O)c1ccccc1C2=O,1.594931298
O=C(O)c1cccc2c1C(=O)c1cccc(Br)c1C2=O,0.256778299
Cc1cc2c(cc1Cl)C(=O)c1ccccc1C2=O,1.465360499
Cc1ccc2c(c1)C(=O)c1cc(C(C)(C)C)ccc1C2=O,1.057803624
CC(C)(C)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.949255674
CC(C)(C)c1ccc2c(c1)C(=O)c1ccccc1C2=O,2.974066804
O=C(O)c1ccc2c(c1)C(=O)c1ccc(S(=O)(=O)O)cc1C2=O,-0.24018962
O=C(O)c1ccc2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.357691663
O=C1c2ccc(Cl)cc2C(=O)c2ccc(Cl)cc21,0.431042404
Cc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1ccccc1C2=O,1.665808596
O=C1c2ccccc2C(=O)c2c1c(O)cc(O)c2S(=O)(=O)O,1.469694718
O=C(O)c1cccc2c1C(=O)c1cccc(S(=O)(=O)O)c1C2=O,-0.06802592
Nc1c(Br)ccc2c1C(=O)c1ccccc1C2=O,1.482027261
Nc1ccc2c(c1Cl)C(=O)c1ccccc1C2=O,1.671233605
Nc1cc(O)c(Br)c2c1C(=O)c1ccccc1C2=O,1.640581083
Nc1c(S(=O)(=O)O)cc(Cl)c2c1C(=O)c1ccccc1C2=O,1.378995804
O=C(O)c1ccc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.065391751
O=C1c2ccccc2C(=O)c2c(Cl)c(S(=O)(=O)O)cc(S(=O)(=O)O)c21,1.036922746
Nc1ccc2c(c1)C(=O)c1cc(N)ccc1C2=O,-0.03238531
Cc1cc(C(C)(C)C)c2c(c1C(C)(C)C)C(=O)c1ccccc1C2=O,2.932289793
Cc1cc(C(=O)O)c(O)c2c1C(=O)c1ccccc1C2=O,1.903668
CC(C)(C)c1c(C(=O)O)cc(Cl)c2c1C(=O)c1ccccc1C2=O,2.10188417
Cc1c(N)cc(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.447260831
CC(C)(C)c1cc(C(C)(C)C)c2c(c1Cl)C(=O)c1ccccc1C2=O,2.691126786
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,0.429240439
Cc1c(O)cc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.903668
Nc1cc(Cl)c2c(c1Br)C(=O)c1ccccc1C2=O,1.595531953
Nc1cc(S(=O)(=O)O)c(Br)c2c1C(=O)c1ccccc1C2=O,1.252858241
Nc1cc(Cl)c(O)c2c1C(=O)c1ccccc1C2=O,1.766718646
Cc1cc(C(=O)O)c2c(c1N)C(=O)c1ccccc1C2=O,1.858018215
CC(C)(C)c1cc(S(=O)(=O)O)c2c(c1O)C(=O)c1ccccc1C2=O,1.909073896
Cc1c(Cl)cc(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.85861887
O=C(O)c1cc(Cl)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.512641555
O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)ccc21,0.492760744
CC(C)(C)c1c(Br)cc(Cl)c2c1C(=O)c1ccccc1C2=O,2.080560916
CC(C)(C)c1cc(Cl)c(Br)c2c1C(=O)c1ccccc1C2=O,2.080560916
O=C(O)c1cc2c(cc1C(=O)O)C(=O)c1ccccc1C2=O,0.789173063
CC(C)(C)c1cc(Cl)c2c(c1C(C)(C)C)C(=O)c1ccccc1C2=O,2.691126786
Cc1c(S(=O)(=O)O)cc(Cl)c2c1C(=O)c1ccccc1C2=O,1.620759466
CC(C)(C)c1c(C(=O)O)cc(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.759210458
Cc1ccc2c(c1O)C(=O)c1ccccc1C2=O,2.101452793
CC(C)(C)c1cc(C(=O)O)c(N)c2c1C(=O)c1ccccc1C2=O,2.101283515
Cc1cccc2c1C(=O)c1cccc(O)c1C2=O,1.032524312
Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,1.46939439
Cc1cc(C(=O)O)c(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.343047178
CC(C)(C)c1c(O)cc(O)c2c1C(=O)c1ccccc1C2=O,2.296796738
O=C(O)c1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,1.707554122
Nc1cc(Br)c(Br)c2c1C(=O)c1ccccc1C2=O,1.46939439
O=C(O)c1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,1.365180737
Cc1cc(S(=O)(=O)O)c(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.278085753
CC(C)(C)c1cc(N)c(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.863424111
O=C(O)c1ccc2c(c1)C(=O)c1cc(Cl)ccc1C2=O,-0.18780481
O=C(O)c1cc(S(=O)(=O)O)c(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.169967842
CC(C)(C)c1cccc2c1C(=O)c1c(cccc1S(=O)(=O)O)C2=O,1.662467194
Nc1c(Cl)ccc2c1C(=O)c1ccccc1C2=O,1.671233605
CC(C)(C)c1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,2.296796738
Cc1ccc2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.51986853
Cc1c(O)cc(O)c2c1C(=O)c1ccccc1C2=O,2.053531438
Cc1cc(Br)c2c(c1Cl)C(=O)c1ccccc1C2=O,1.837295616
CC(C)(C)c1cccc2c1C(=O)c1c(Cl)cccc1C2=O,2.176477763
O=C1c2ccccc2C(=O)c2c1ccc(O)c2S(=O)(=O)O,1.225697713
Cc1cc(Br)c(Cl)c2c1C(=O)c1ccccc1C2=O,1.837295616
CC(C)(C)c1cc(S(=O)(=O)O)c(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.348453073
O=C(O)c1cc(O)c2c(c1Cl)C(=O)c1ccccc1C2=O,1.662504993
Cc1cc(C(C)(C)C)c(O)c2c1C(=O)c1ccccc1C2=O,2.492910616
Cc1cc(O)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.903668
CC(C)(C)c1ccc2c(c1Cl)C(=O)c1ccccc1C2=O,2.398777049
CC(C)(C)c1cc(C(=O)O)c2c(c1O)C(=O)c1ccccc1C2=O,2.1469333
Cc1c(Cl)cc(O)c2c1C(=O)c1ccccc1C2=O,2.008482308
CC(C)(C)c1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,2.205497169
Nc1ccc2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.514012143
CC(C)(C)c1cc(O)c2c(c1C(C)(C)C)C(=O)c1ccccc1C2=O,2.736175916
O=C(O)c1cccc2c1C(=O)c1c(O)cccc1C2=O,1.360187534
Cc1cc(N)c(N)c2c1C(=O)c1ccccc1C2=O,1.962231869
O=C(O)c1cc(S(=O)(=O)O)c2c(c1O)C(=O)c1ccccc1C2=O,1.31983128
Cc1c(S(=O)(=O)O)cc(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.105187773
CC(C)(C)c1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O,1.954423353
CC(C)(C)c1cc(Br)c2c(c1N)C(=O)c1ccccc1C2=O,2.079960261
CC(C)(C)c1cc(Br)c(N)c2c1C(=O)c1ccccc1C2=O,2.079960261
CC(C)(C)c1c(Br)ccc2c1C(=O)c1ccccc1C2=O,2.209570704
O=C(O)c1cccc2c1C(=O)c1c(cccc1S(=O)(=O)O)C2=O,0.77860327
O=C(O)c1cccc2c1C(=O)c1cccc(Cl)c1C2=O,0.445984644
O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)c(Br)cc21,0.400399075
O=C1c2ccccc2C(=O)c2c1c(O)cc(Br)c2S(=O)(=O)O,1.298508025
CC(C)(C)c1cc(C(=O)O)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.997069862
Nc1cc(C(=O)O)c(N)c2c1C(=O)c1ccccc1C2=O,1.616254553
CC(C)(C)c1ccc2c(c1)C(=O)c1cc(Br)ccc1C2=O,0.506852769
Cc1cc(Br)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.732481307
Nc1cc(C(=O)O)c2c(c1O)C(=O)c1ccccc1C2=O,1.661904338
O=C1c2cccc(O)c2C(=O)c2c(Cl)cccc21,1.517408996
Nc1cc(O)c(C(=O)O)c2c1C(=O)c1ccccc1C2=O,1.661904338
O=C(O)c1cc(Br)c(Br)c2c1C(=O)c1ccccc1C2=O,1.365180737
Nc1c(C(=O)O)cc(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.274181495
O=C1c2ccccc2C(=O)c2c1ccc(O)c2Cl,1.739708282
Nc1cc(Br)c2c(c1C(=O)O)C(=O)c1ccccc1C2=O,1.490717645
Nc1cccc2c1C(=O)c1c(Cl)cccc1C2=O,1.448934319
O=C1c2ccccc2C(=O)c2c(Cl)c(Cl)cc(Cl)c21,1.722270171
Nc1ccc(Cl)c2c1C(=O)c1ccccc1C2=O,1.378933693
Cc1cc(Cl)c(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.447861486
Nc1cc2c(cc1O)C(=O)c1ccccc1C2=O,1.1702887
Cc1c(S(=O)(=O)O)cc(Br)c2c1C(=O)c1ccccc1C2=O,1.494621903
Nc1cc(S(=O)(=O)O)c2c(c1O)C(=O)c1ccccc1C2=O,1.424044933
Cc1cc(C(C)(C)C)c2c(c1N)C(=O)c1ccccc1C2=O,2.447260831
Nc1cc(Br)c2c(c1Br)C(=O)c1ccccc1C2=O,1.46939439
O=C1c2ccccc2C(=O)c2c(Br)c(Br)cc(Br)c21,1.343857482
Nc1ccc2c(c1)C(=O)c1ccc(S(=O)(=O)O)cc1C2=O,-0.08386914
CC(C)(C)c1cccc2c1C(=O)c1cccc(S(=O)(=O)O)c1C2=O,0.815837998
CC(C)(C)c1cc(O)c2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.909073896
O=C(O)c1cc(S(=O)(=O)O)c2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,0.932108438
Cc1cc(C(=O)O)c(C)c2c1C(=O)c1ccccc1C2=O,2.099781878
Cc1c(Cl)ccc2c1C(=O)c1ccccc1C2=O,2.033879099
Cc1c(C(C)(C)C)cc(N)c2c1C(=O)c1ccccc1C2=O,2.447260831
Cc1cc(O)c(S(=O)(=O)O)c2c1C(=O)c1ccccc1C2=O,1.665808596
Cc1ccc2c(c1N)C(=O)c1ccccc1C2=O,2.032978116
O=C1c2ccccc2C(=O)c2c(Cl)c(S(=O)(=O)O)cc(Br)c21,1.253458896
CC(C)(C)c1cc(Cl)c2c(c1Cl)C(=O)c1ccccc1C2=O,2.206698479
O=C1c2ccccc2C(=O)c2c1c(Br)cc(Cl)c2S(=O)(=O)O,1.253458896
Nc1cc(Cl)c2c(c1Cl)C(=O)c1ccccc1C2=O,1.721669516
O=C1c2ccccc2C(=O)c2c1c(Cl)cc(Br)c2S(=O)(=O)O,1.253458896
Cc1ccc2c(c1Cl)C(=O)c1ccccc1C2=O,2.033879099
O=C(O)c1cc(S(=O)(=O)O)c(Cl)c2c1C(=O)c1ccccc1C2=O,1.27478215
Cc1cc(N)c2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.620158811
Nc1c(Cl)cc(Cl)c2c1C(=O)c1ccccc1C2=O,1.721669516
CC(C)(C)c1c(S(=O)(=O)O)ccc2c1C(=O)c1ccccc1C2=O,1.88476648
O=C1c2ccccc2C(=O)c2c1c(Br)cc(Br)c2S(=O)(=O)O,1.127321333
Cc1cc(S(=O)(=O)O)c(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.105187773
Nc1cc(C(=O)O)c(Cl)c2c1C(=O)c1ccccc1C2=O,1.616855208
O=C1c2ccccc2C(=O)c2c(Cl)c(S(=O)(=O)O)cc(Cl)c21,1.379596459
O=C(O)c1ccc2c(c1)C(=O)c1ccc(O)cc1C2=O,0.341394636
O=C1c2cccc(O)c2C(=O)c2cccc(O)c21,0.738353495
Cc1ccc2c(c1Br)C(=O)c1ccccc1C2=O,1.844672754
O=C1c2cccc(Cl)c2C(=O)c2cccc(O)c21,0.670779801
Cc1c(Br)ccc2c1C(=O)c1ccccc1C2=O,1.844672754
Cc1cc(N)c(C(C)(C)C)c2c1C(=O)c1ccccc1C2=O,2.447260831
Nc1ccc2c(c1S(=O)(=O)O)C(=O)c1ccccc1C2=O,1.157223036
